,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60,selection_score
0,SZ000338,0.7446726314393666,1.0,,,,,,2026-05-06,0.004095958,0.009069567,0.45161566,0.0,0.0,0.004973608,0.54838437,0.009069567,1.0,0.9959208,1.0,0.99096745,0.99917525,0.86218643,0.7721415,0.73863876,0.6934797,0.69201326,0.9056555,0.8617751,0.81101644,0.77448773,0.76633406,0.055270597,0.06560879,0.07208305,0.07979265,0.06775613,0.030419644,0.020170113,0.011092998,0.008413099,0.0016358607,0.757286,0.8663713,0.8288952,0.86156476,0.17778507,0.033505235,0.04745942,0.083600104,0.103522345,0.18540804,1.0,1.0,1.0,1.0,1.0,0.86042684,0.76195276,0.6920156,0.6235424,0.6235424,0.92727816,0.8846218,0.86667,0.85985017,0.8157995,0.8740068,0.80915606,0.76165575,0.70419407,0.7079221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.1,0.2,0.6,0.6,0.8,0.9,0.8,0.4,0.36451983,0.21248105,0.20306872,-0.009883264,0.12990312,-0.07394701,0.17242618,0.07250555,0.03286996,0.1496236,1.0,0.9,0.7,0.6333333,0.55,0.0,0.1,0.3,0.36666667,0.45,1.0,0.8,0.4,0.26666668,0.1,1.0,0.9827295,0.7869303,0.7377674,0.6049209,0.0,0.017270492,0.21306966,0.2622326,0.39507908,1.0,0.965459,0.5738607,0.47553483,0.20984185,0.95005524,0.9899283,0.9660322,1.0091467,1.0760533,0.2831661,0.3074518,0.25583452,0.36083525,0.3229873,1.2772672,1.1644406,0.9573998,0.85682017,0.8272442,0.5472354,0.5331237,0.53011525,0.49310994,0.49566737,0.45276457,0.46687633,0.46988475,0.50689006,0.5043326,0.09447087,0.06624735,0.060230523,-0.013780124,-0.008665262,9.115068452289483
1,SH603986,0.289856622037249,1.0,,,,SH603986,兆易创新,2026-05-06,0.043303054,0.043303054,1.0,0.0,0.0,0.0,0.0,0.043303054,1.0,0.95849425,1.0,0.95849425,0.9922547,0.86467606,0.83929193,0.71738523,0.8820428,0.9401343,0.9161397,0.89760816,0.8354159,0.81179243,0.8311144,0.047919586,0.041225426,0.07629324,0.07490641,0.06300193,0.025336333,0.009139125,0.012220089,0.0062738154,-0.00023318839,0.69887805,0.45049545,0.8979346,0.5436598,0.0041783606,0.033187635,0.061265804,0.048493225,0.09723724,0.17576462,1.0,1.0,1.0,1.0,1.0,0.86264294,0.83394575,0.7060328,0.6879624,0.6879624,0.9272705,0.909663,0.8939481,0.88615185,0.8902814,0.890771,0.87796885,0.7578014,0.7426295,0.7880855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.1,0.15,0.26666668,0.6333333,0.4,0.9,0.85,0.73333335,0.36666667,0.25647303,0.37550542,0.17360336,0.27556217,0.13258967,-0.79627484,-0.25576124,0.13794585,-0.00035662152,0.14360675,1.0,0.8,0.75,0.6,0.51666665,0.0,0.2,0.25,0.4,0.48333332,1.0,0.6,0.5,0.2,0.033333335,1.0,0.8147663,0.8065077,0.5783041,0.51843125,0.0,0.18523374,0.19349228,0.4216959,0.48156872,1.0,0.6295325,0.6130154,0.15660822,0.036862522,0.99894303,0.94447213,0.9705511,0.8941584,0.7798635,0.24094036,0.18995929,0.29032463,0.27256382,0.25703028,1.3285543,1.0527968,0.95396334,0.89852047,0.9408282,0.57924837,0.5092238,0.5387739,0.51900655,0.50492036,0.42075166,0.49077618,0.4612261,0.48099348,0.49507964,0.15849671,0.018447656,0.0775478,0.03801305,0.009840712,3.5657155251828563
2,SH688012,0.29164372698992247,0.75,,,,SH688012,中微公司,2026-05-06,-0.04175001,0.07754997,-0.5383626,0.030550022,0.3939398,0.005249943,0.06769755,-0.067050084,-0.8646049,1.043569,1.0754501,0.9945213,1.0291058,0.8436754,0.81921244,0.7805852,0.81947184,0.9616323,0.9567708,0.89081925,0.85554117,0.83702224,0.86073947,0.0332833,0.07363352,0.06558143,0.060099117,0.056540273,0.019982886,0.023224726,0.00892074,0.005149819,-0.0009739088,0.9011637,0.9119299,0.64760184,0.5690487,0.09049417,0.0032634314,0.0046694824,0.059711806,0.08830536,0.16799086,1.0754501,1.0754501,1.0754501,1.0754501,1.0754501,0.84212697,0.7928164,0.7626682,0.7626682,0.7626682,0.9853897,0.9524541,0.9224292,0.84556913,0.9117412,0.93455434,0.8211736,0.8189738,0.79812706,0.8165767,1.0,1.0,1.0,1.0,1.0,0.67662835,0.7330464,0.7587773,0.7587773,0.7587773,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.36666667,0.68333334,0.8,0.9,0.95,0.6333333,0.31666666,0.040968966,0.7770113,0.80342674,0.81108266,0.49498913,0.8158428,0.77098286,0.74392676,0.5846707,0.45369,0.8,0.6,0.55,0.5,0.43333334,0.2,0.4,0.45,0.5,0.56666666,0.6,0.2,0.1,0.0,-0.13333334,0.9614092,0.8669827,0.768747,0.6465238,0.516366,0.038590804,0.13301732,0.23125304,0.3534762,0.48363397,0.9228184,0.7339654,0.53749394,0.29304758,0.03273206,0.88184035,0.71554667,0.58970386,0.50914866,0.45957628,0.19033486,0.23361532,0.22854869,0.22073361,0.18386485,0.98320043,1.1754938,1.329214,1.3162533,1.2748504,0.60812545,0.60090584,0.59488815,0.59222585,0.5153247,0.39187458,0.39909416,0.40511188,0.40777415,0.48467532,0.21625085,0.20181166,0.18977624,0.1844517,0.030649379,3.41090817931787
3,SH688256,0.42453640359675354,0.4,,,,SH688256,寒武纪,2026-05-06,0.022534987,0.10926276,0.20624581,0.07900138,0.72304034,0.0077263913,0.07071386,-0.048740003,-0.44608065,0.97796166,1.0772604,0.9704055,1.0208843,0.7410959,0.7309589,0.54739183,0.56823015,0.7028932,0.8408559,0.7886855,0.72568524,0.66927946,0.64194643,0.11715854,0.09585917,0.09852862,0.11402083,0.08754614,0.069151774,0.023803372,0.014396725,0.011790063,0.0026756586,0.8709611,0.56522465,0.7472582,0.8286393,0.28489655,0.020840539,0.10419933,0.13754588,0.15976462,0.27912167,1.0772604,1.0772604,1.0772604,1.0772604,1.0772604,0.734948,0.70223564,0.54739726,0.530411,0.530411,0.945188,0.8072855,0.7535562,0.7415584,0.70169866,0.7512022,0.7318356,0.6620055,0.5616329,0.5747507,1.0,1.0,1.0,1.0,1.0,0.7742988,0.793986,0.85418814,0.8587174,0.8587174,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.05,0.06666667,0.53333336,0.8,0.5,0.95,0.93333334,0.46666667,0.98708457,0.897456,0.5658379,0.5931382,0.43770185,0.87648875,0.66750205,0.5900495,0.5363088,0.29514045,1.0,0.8,0.9,0.7,0.53333336,0.0,0.2,0.1,0.3,0.45,1.0,0.6,0.8,0.4,0.083333336,1.0,0.8989276,0.93455464,0.81253177,0.62810564,0.0,0.10107238,0.06544538,0.18746823,0.37189436,1.0,0.79785526,0.8691093,0.62506354,0.2562113,0.61977667,0.52541757,0.4966873,0.45550534,0.43394095,0.30757788,0.23992005,0.18850212,0.17459749,0.17601576,1.3889316,1.7530944,1.7359481,1.7212925,1.7197728,0.7048018,0.74229324,0.62442476,0.60411,0.54067487,0.2951982,0.2577068,0.37557524,0.39589,0.4593251,0.4096036,0.48458645,0.24884951,0.20822002,0.08134977,3.256086978961978
4,SZ300661,0.18825010370666798,0.75,,,,,,2026-05-06,-0.057839736,0.06582868,-0.8786403,0.0034086113,0.05178003,0.004580338,0.06957967,-0.05666801,-0.8608407,1.0613905,1.0650084,0.99513847,1.0157344,1.0101823,0.87654483,0.76258105,0.80169785,0.88558686,1.0104265,0.97359157,0.91276646,0.8736557,0.8340455,0.01868955,0.05644412,0.0777769,0.08522474,0.07851329,0.00028336348,0.015591493,0.011979005,0.008648761,0.0030913318,0.00057468534,0.69943833,0.8302487,0.79813814,0.4728297,-0.010993243,-0.043753263,-0.026567023,0.0009373098,0.07476018,1.0650084,1.0671641,1.0671641,1.0671641,1.0671641,0.95263624,0.85754997,0.7608863,0.75523126,0.7007338,1.0229955,1.0119216,0.99909693,0.9857792,0.87661165,0.99808097,0.9180759,0.85639215,0.8025064,0.7788382,0.6,0.7,0.85,0.9,0.95,0.42149025,0.67958236,0.7807087,0.78468424,0.81670713,1.0,0.5,0.75,0.8333333,0.9166667,0.6,0.2,0.05,0.1,0.35,0.4,0.3,0.7,0.73333335,0.56666666,0.36721206,0.6032155,0.66415465,0.71914876,0.69463927,0.21082802,0.5114401,0.4411143,0.5553399,0.5768468,0.4,0.7,0.7,0.56666666,0.48333332,0.6,0.3,0.3,0.43333334,0.51666665,-0.2,0.4,0.4,0.13333334,-0.033333335,0.4563588,0.74661773,0.744996,0.64317083,0.5421186,0.5436412,0.25338227,0.255004,0.35682917,0.45788136,-0.08728245,0.4932355,0.489992,0.28634164,0.08423726,0.82489616,0.8541001,0.7317609,0.6576414,0.5559737,0.21184045,0.3031335,0.27176866,0.25430995,0.28563073,0.85290825,1.0002196,0.9721253,1.006723,1.3400656,0.40689936,0.6198999,0.57793313,0.5595342,0.48386633,0.5931006,0.38010004,0.42206687,0.4404658,0.51613367,-0.18620126,0.23979989,0.15586627,0.11906841,-0.032267336,2.5661955560547307
5,SZ002475,0.1657950098170543,1.0,,,,,,2026-05-06,-0.01743082,0.06049512,-0.28813595,0.03998827,0.66101646,0.0030760306,0.050847583,-0.054343056,-0.8983048,1.01774,1.0584377,0.9968694,1.0221634,0.98390007,0.89072704,0.7437397,0.7161589,0.7917899,1.0273398,1.0105093,0.92225623,0.8587946,0.80194485,0.031068815,0.029547809,0.10394396,0.12493117,0.10625073,-0.018872658,0.0032751116,0.016234037,0.01344722,0.0042672777,0.9224796,0.11261937,0.85373396,0.897894,0.49196908,0.010405553,-0.025247313,-0.07647958,-0.053779326,0.07217046,1.0822892,1.0822892,1.0822892,1.0822892,1.0822892,0.9913524,0.90802056,0.71720225,0.6644302,0.6644302,1.0479709,1.0269514,1.0110599,0.9990461,0.8834502,0.9997615,0.9831545,0.85810876,0.7329752,0.7311844,0.4,0.5,0.75,0.8333333,0.9166667,0.095094904,0.52780247,0.7746038,0.8030694,0.8030694,0.2,0.6,0.8,0.8666667,0.93333334,0.6,0.1,0.1,0.1,0.55,-0.4,0.5,0.7,0.76666665,0.38333333,0.8733484,0.0077086017,0.5482178,0.63300294,0.6791733,0.6472037,0.7273216,0.7683647,0.75892234,0.64259756,0.4,0.5,0.55,0.56666666,0.45,0.6,0.5,0.45,0.43333334,0.55,-0.2,0.0,0.1,0.13333334,-0.1,0.54900163,0.67182463,0.73671275,0.6971817,0.6009956,0.45099837,0.32817537,0.26328728,0.30281833,0.39900443,0.09800328,0.34364927,0.47342545,0.39436337,0.20199116,1.0530976,1.1774071,1.0714464,0.9477925,0.7308294,0.2950293,0.31412855,0.3925197,0.39432502,0.36793816,1.3626223,1.3590664,1.2954141,1.3947357,1.7154889,0.41667596,0.5528484,0.54766,0.53582346,0.5121497,0.583324,0.44715163,0.45234004,0.4641765,0.48785028,-0.16664807,0.10569675,0.09531995,0.071646966,0.024299426,2.174475417484479
6,SH688047,0.20243658808127818,0.8,,,,SH688047,龙芯中科,2026-05-06,0.01921123,0.09915493,0.19374964,0.07769017,0.7835231,0.0022535224,0.022727286,-0.05622542,-0.56704617,0.98115087,1.0762258,0.97893983,1.0239042,0.8504782,0.8002322,0.7095241,0.798187,0.96169364,0.90430605,0.8563098,0.80435854,0.7850681,0.821156,0.058473885,0.06738028,0.07469219,0.0675633,0.06582607,0.02974406,0.020205932,0.011711344,0.0058781556,-0.0014889747,0.6468694,0.82433474,0.86046094,0.5866271,0.1560553,0.036205836,0.052763514,0.08438368,0.12969863,0.22276872,1.0762258,1.0762258,1.0762258,1.0762258,1.0762258,0.80802613,0.7661268,0.7018407,0.7018407,0.7018407,0.93508375,0.88825387,0.8605384,0.8363275,0.87762976,0.8615334,0.794594,0.7375159,0.7355812,0.76231277,1.0,1.0,1.0,1.0,1.0,0.7157872,0.75418884,0.7963974,0.7963974,0.7963974,1.0,1.0,1.0,1.0,1.0,0.6,0.2,0.1,0.4,0.7,0.4,0.8,0.9,0.6,0.3,0.96335554,0.85522956,0.9063638,0.91208136,0.71466166,0.8304311,0.59245837,0.65486205,0.5149898,0.56059486,0.8,0.7,0.65,0.56666666,0.46666667,0.2,0.3,0.35,0.43333334,0.53333336,0.6,0.4,0.3,0.13333334,-0.06666667,0.892826,0.83763075,0.84861344,0.66388357,0.5141469,0.107173994,0.16236925,0.15138657,0.33611643,0.4858531,0.78565204,0.6752615,0.6972268,0.32776713,0.028293796,0.6622592,0.5360857,0.39300543,0.32307404,0.31155944,0.21613492,0.25824478,0.23968194,0.2197202,0.17269452,1.0325334,1.1790569,1.5308511,1.6460317,1.3948376,0.6813026,0.7131345,0.70145345,0.67423666,0.5487109,0.31869742,0.28686547,0.29854652,0.32576334,0.45128912,0.36260515,0.42626908,0.40290692,0.3484733,0.09742174,2.1033711825637527
7,SH603893,0.10255488878451383,0.95,,,,SH603893,瑞芯微,2026-05-06,-0.020829977,0.042253513,-0.49297622,0.019265037,0.4559393,0.0021584993,0.051084492,-0.037936516,-0.897831,1.0212731,1.0409479,0.9977956,1.0211422,0.98456943,0.94201505,0.822895,0.8867532,1.1087618,1.0077741,0.9918736,0.9473891,0.9092424,0.94168496,0.0086000115,0.01879965,0.058602393,0.07306419,0.06894697,-0.0040045,0.0046675275,0.009081932,0.007765179,-0.0012193025,0.5420489,0.56504846,0.8406086,0.87537766,0.095387705,0.00023493625,-0.01287747,-0.033667453,-0.021837471,0.09428449,1.0409479,1.0409479,1.0409479,1.0409479,1.1146551,0.9737138,0.93894315,0.8139888,0.8016115,0.8016115,1.0108602,1.0056597,1.0007048,0.98311716,1.0049657,1.0028192,0.9768701,0.921149,0.8262588,0.8767473,0.2,0.6,0.8,0.8666667,0.71666664,0.39096496,0.59856844,0.8195801,0.8289105,0.63374084,1.0,1.0,1.0,1.0,0.016666668,0.6,0.1,0.1,0.1,0.55,0.4,0.9,0.9,0.9,-0.53333336,0.29275525,0.58631694,0.7686975,0.7860714,0.41333196,0.5697744,0.76836574,0.8444265,0.5641268,0.42280886,0.6,0.6,0.6,0.56666666,0.5,0.4,0.4,0.4,0.43333334,0.5,0.2,0.2,0.2,0.13333334,0.0,0.61192834,0.67897165,0.7858004,0.60789496,0.44724712,0.38807166,0.32102835,0.21419959,0.39210504,0.5527529,0.22385669,0.35794327,0.5716008,0.21578994,-0.10550579,0.7573449,0.6851363,0.5922296,0.50915104,0.4520503,0.20175675,0.1667955,0.20728588,0.21511476,0.21094915,1.2464914,0.95546865,1.4122267,1.3151858,1.370591,0.67253685,0.6544135,0.5974077,0.5590612,0.48628846,0.32746315,0.34558645,0.4025923,0.4409388,0.5137115,0.3450737,0.30882707,0.19481543,0.118122414,-0.027423078,2.084689530317734
8,SZ000938,0.13963282664138144,0.85,,,,,,2026-05-06,-0.019094503,0.038805097,-0.49206167,0.018170672,0.46825477,0.0015399246,0.039683565,-0.03572525,-0.9206329,1.0194662,1.0379906,0.9984301,1.0157694,0.98333406,0.8697067,0.75981706,0.84050834,0.80783606,1.0048898,0.96855456,0.9092146,0.8713073,0.82970846,0.010066828,0.052075822,0.074173056,0.081862584,0.07308844,-0.00083988433,0.014490183,0.011859174,0.008377493,0.003207346,0.017401781,0.70971984,0.89471465,0.81163174,0.58734614,-0.0032100582,-0.0337604,-0.02187677,0.0072190333,0.07567485,1.0555738,1.0555738,1.0555738,1.0555738,1.0555738,0.96515083,0.8571156,0.7619777,0.748799,0.7293262,1.0120927,1.0056461,0.9932105,0.98030865,0.8707093,0.99830264,0.9299151,0.8500945,0.7967723,0.7810123,0.4,0.7,0.85,0.9,0.95,0.38540187,0.71997225,0.8107134,0.818845,0.8296576,0.6,0.8,0.9,0.93333334,0.96666664,0.8,0.2,0.05,0.23333333,0.36666667,-0.2,0.6,0.85,0.7,0.6,0.79446495,0.6307546,0.7441666,0.85391873,0.7996042,0.67654794,0.83791673,0.8695052,0.78511,0.679406,0.4,0.6,0.6,0.53333336,0.5,0.6,0.4,0.4,0.46666667,0.5,-0.2,0.2,0.2,0.06666667,0.0,0.5918564,0.7559165,0.75696284,0.6252677,0.5878639,0.40814355,0.24408352,0.24303716,0.37473232,0.41213605,0.1837129,0.51183295,0.5139257,0.25053537,0.17572789,0.8843652,0.9008847,0.7366513,0.6170475,0.44284236,0.18412763,0.31223503,0.292264,0.2937505,0.2962431,0.636128,1.1951109,1.1631471,1.2648718,1.4683143,0.4941732,0.6040149,0.5696774,0.52252054,0.54736257,0.5058268,0.3959851,0.4303226,0.47747943,0.45263743,-0.0116535835,0.20802978,0.13935484,0.04504114,0.09472515,2.0515082805035463
9,SH688981,0.1342342495972048,0.9,,,,SH688981,中芯国际,2026-05-06,0.009016427,0.052295066,0.17241448,0.041147485,0.78683305,0.002131154,0.040752485,-0.029999904,-0.57366604,0.99106413,1.0407798,0.98895204,1.0163715,0.901381,0.8548335,0.75710803,0.86076355,1.0442729,0.9502518,0.9139805,0.8651096,0.84027886,0.87529105,0.033958007,0.045504447,0.06336501,0.063691705,0.064190336,0.014435423,0.013186127,0.01020431,0.006097632,-0.0015075809,0.45176715,0.7697298,0.90768737,0.710327,0.1682371,0.020877348,0.026681941,0.037949417,0.071305454,0.16918257,1.0407798,1.0407798,1.0407798,1.0407798,1.0407798,0.8917953,0.84979683,0.74086106,0.74086106,0.74086106,0.9716003,0.95052797,0.9161332,0.8818846,0.9412023,0.9235906,0.87561333,0.81995124,0.7861088,0.81649065,1.0,1.0,1.0,1.0,1.0,0.72628164,0.7864741,0.8640305,0.8640305,0.8640305,1.0,1.0,1.0,1.0,1.0,0.6,0.5,0.1,0.4,0.7,0.4,0.5,0.9,0.6,0.3,0.9510376,0.879444,0.83738685,0.86094075,0.437504,0.84468794,0.7622326,0.72200584,0.55101097,0.39081213,0.6,0.6,0.65,0.56666666,0.5,0.4,0.4,0.35,0.43333334,0.5,0.2,0.2,0.3,0.13333334,0.0,0.79813373,0.7894398,0.8026318,0.6192597,0.47746632,0.20186627,0.21056022,0.19736823,0.38074028,0.52253366,0.59626746,0.57887954,0.60526353,0.23851943,-0.045067348,0.68394625,0.5467543,0.43817723,0.37931824,0.3358394,0.24337353,0.24627587,0.21533252,0.19581473,0.15572758,0.6524174,0.9104467,1.1038045,1.1424416,1.2926172,0.6478028,0.69246083,0.63823014,0.6111076,0.52317524,0.3521972,0.30753914,0.36176988,0.3888924,0.47682473,0.29560563,0.3849217,0.27646023,0.22221516,0.04635053,1.8405534458439576
